county,year,group,value
Butts,2020,Selected Payors Total,11.428571428571429
Butts,2021,Selected Payors Total,10.483870967741936
Butts,2022,Selected Payors Total,12.595419847328243
Butts,2023,Selected Payors Total,10.0418410041841
Butts,2024,Selected Payors Total,13.461538461538462
Calhoun,2018,All Payors,10.416666666666668
Calhoun,2019,All Payors,-5
Calhoun,2020,All Payors,11.538461538461538
Calhoun,2021,All Payors,22.58064516129032
Calhoun,2022,All Payors,11.904761904761903
Calhoun,2023,All Payors,16.666666666666664
Calhoun,2024,All Payors,12.195121951219512
Calhoun,2018,Medicaid payors,-5
Calhoun,2019,Medicaid payors,-5
Calhoun,2020,Medicaid payors,-5
Calhoun,2021,Medicaid payors,-5
Calhoun,2022,Medicaid payors,-5
Calhoun,2023,Medicaid payors,20
Calhoun,2024,Medicaid payors,-5
Calhoun,2018,Private Insurance,-5
Calhoun,2019,Private Insurance,0
Calhoun,2020,Private Insurance,-5
Calhoun,2021,Private Insurance,-5
Calhoun,2022,Private Insurance,-5
Calhoun,2023,Private Insurance,-5
Calhoun,2024,Private Insurance,-5
Calhoun,2018,Selected Payors Total,12.195121951219512
Calhoun,2019,Selected Payors Total,-5
Calhoun,2020,Selected Payors Total,12.244897959183673
Calhoun,2021,Selected Payors Total,24.137931034482758
Calhoun,2022,Selected Payors Total,-5
Calhoun,2023,Selected Payors Total,17.02127659574468
Calhoun,2024,Selected Payors Total,12.5
Camden,2018,All Payors,9.176788124156547
Camden,2019,All Payors,8.174386920980927
Camden,2020,All Payors,9.655172413793103
Camden,2021,All Payors,9.476661951909476
Camden,2022,All Payors,9.078771695594126
Camden,2023,All Payors,8.454810495626822
Camden,2024,All Payors,7.829670329670329
Camden,2018,Medicaid payors,12.142857142857142
Camden,2019,Medicaid payors,9.689922480620156
Camden,2020,Medicaid payors,11.152416356877323
Camden,2021,Medicaid payors,14.814814814814813
Camden,2022,Medicaid payors,10.550458715596331
Camden,2023,Medicaid payors,11.11111111111111
Camden,2024,Medicaid payors,13.756613756613756
Camden,2018,Private Insurance,4.964539007092199
Camden,2019,Private Insurance,12.32876712328767
Camden,2020,Private Insurance,14.074074074074074
Camden,2021,Private Insurance,10.897435897435898
Camden,2022,Private Insurance,11.64021164021164
Camden,2023,Private Insurance,10.240963855421686
Camden,2024,Private Insurance,5.323193916349809
Camden,2018,Selected Payors Total,9.73871733966746
Camden,2019,Selected Payors Total,10.643564356435643
Camden,2020,Selected Payors Total,12.128712871287128
Camden,2021,Selected Payors Total,13.283208020050125
Camden,2022,Selected Payors Total,11.056511056511056
Camden,2023,Selected Payors Total,10.723860589812332
Camden,2024,Selected Payors Total,8.849557522123893
Candler,2018,All Payors,11.11111111111111
Candler,2019,All Payors,15
Candler,2020,All Payors,12.318840579710146
Candler,2021,All Payors,6.535947712418301
Candler,2022,All Payors,8.450704225352112
Candler,2023,All Payors,9.6
Candler,2024,All Payors,5.426356589147287
Candler,2018,Medicaid payors,15.277777777777779
Candler,2019,Medicaid payors,12.121212121212121
Candler,2020,Medicaid payors,13.23529411764706
Candler,2021,Medicaid payors,-5
Candler,2022,Medicaid payors,11.39240506329114
Candler,2023,Medicaid payors,14.285714285714285
Candler,2024,Medicaid payors,-5
Candler,2018,Private Insurance,-5
Candler,2019,Private Insurance,21.62162162162162
Candler,2020,Private Insurance,17.77777777777778
Candler,2021,Private Insurance,-5
Candler,2022,Private Insurance,-5
Candler,2023,Private Insurance,-5
Candler,2024,Private Insurance,-5
Candler,2018,Selected Payors Total,12
Candler,2019,Selected Payors Total,15.53398058252427
Candler,2020,Selected Payors Total,15.04424778761062
Candler,2021,Selected Payors Total,4.201680672268908
Candler,2022,Selected Payors Total,8.403361344537815
Candler,2023,Selected Payors Total,11.881188118811881
Candler,2024,Selected Payors Total,-5
Carroll,2018,All Payors,9.022556390977442
Carroll,2019,All Payors,6.791720569210867
