county,year,value
Chatham,2024,14.289632473944048
Chattahoochee,2018,9.361702127659575
Chattahoochee,2019,8.108108108108109
Chattahoochee,2020,8.928571428571429
Chattahoochee,2021,9.836065573770492
Chattahoochee,2022,6.470588235294119
Chattahoochee,2023,11.30952380952381
Chattahoochee,2024,10.303030303030303
Chattooga,2018,10.289389067524116
Chattooga,2019,14.85148514851485
Chattooga,2020,10.077519379844961
Chattooga,2021,12.396694214876034
Chattooga,2022,6.8181818181818175
Chattooga,2023,13.025210084033615
Chattooga,2024,11.328125
Cherokee,2018,9.974610083424011
Cherokee,2019,10.914245216158752
Cherokee,2020,10.195788695973402
Cherokee,2021,9.983361064891847
Cherokee,2022,9.607131066358535
Cherokee,2023,9.42211055276382
Cherokee,2024,9.606205250596659
Clarke,2018,11.954022988505747
Clarke,2019,12.559241706161137
Clarke,2020,10.62300319488818
Clarke,2021,12.103321033210332
Clarke,2022,12.581699346405228
Clarke,2023,13.55397951142632
Clarke,2024,13.528481012658228
Clay,2018,-5
Clay,2019,17.24137931034483
Clay,2020,22.727272727272727
Clay,2021,-5
Clay,2022,25
Clay,2023,19.230769230769234
Clay,2024,-5
Clayton,2018,12.049602246139447
Clayton,2019,13.46109443546525
Clayton,2020,12.931453573164802
Clayton,2021,13.159947984395318
Clayton,2022,13.211488250652742
Clayton,2023,13.837638376383765
Clayton,2024,13.564929693961952
Clinch,2018,11.25
Clinch,2019,15.53398058252427
Clinch,2020,11.881188118811881
Clinch,2021,15.625
Clinch,2022,11.627906976744185
Clinch,2023,14.606741573033707
Clinch,2024,13.750000000000002
Cobb,2018,10.3290676416819
Cobb,2019,9.925158318940703
Cobb,2020,10.376914016489987
Cobb,2021,10.616831002063746
Cobb,2022,11.11748508490133
Cobb,2023,10.856481481481481
Cobb,2024,10.643450184501845
Coffee,2018,12.65164644714038
Coffee,2019,11.985688729874775
Coffee,2020,10.382513661202186
Coffee,2021,12.25577264653641
Coffee,2022,11.724137931034482
Coffee,2023,10.320284697508896
Coffee,2024,11.504424778761061
Colquitt,2018,13.145539906103288
Colquitt,2019,14.874551971326163
Colquitt,2020,13.455149501661129
Colquitt,2021,13.838550247116968
Colquitt,2022,12.300319488817891
Colquitt,2023,14.442700156985872
Colquitt,2024,11.256117455138662
Columbia,2018,9.105516871987145
Columbia,2019,9.054895302773062
Columbia,2020,9.531772575250837
Columbia,2021,8.94962486602358
Columbia,2022,8.669897684437263
Columbia,2023,8.183401044689495
Columbia,2024,8.85057471264368
Cook,2018,12.093023255813954
Cook,2019,9.090909090909092
Cook,2020,13.77551020408163
Cook,2021,11.594202898550725
Cook,2022,11.158798283261802
Cook,2023,13.513513513513514
Cook,2024,14.224137931034484
Coweta,2018,12.778130959949141
Coweta,2019,12.050359712230216
Coweta,2020,11.574697173620457
Coweta,2021,12.022194821208384
Coweta,2022,13.960280373831777
Coweta,2023,12.507516536380036
Coweta,2024,12.614155251141554
Crawford,2018,15.178571428571427
Crawford,2019,9.375
Crawford,2020,7.758620689655173
Crawford,2021,9.401709401709402
Crawford,2022,14.529914529914532
Crawford,2023,15.702479338842975
Crawford,2024,-5
Crisp,2018,15.10204081632653
Crisp,2019,15.447154471544716
Crisp,2020,16.988416988416986
Crisp,2021,23.387096774193548
Crisp,2022,18.22222222222222
Crisp,2023,13.716814159292035
Crisp,2024,18.072289156626507
Dade,2018,10.69182389937107
Dade,2019,5.555555555555555
Dade,2020,9.210526315789473
Dade,2021,10.606060606060606
Dade,2022,6.535947712418301
Dade,2023,12.179487179487179
Dade,2024,14.0625
Dawson,2018,11.196911196911197
Dawson,2019,10.273972602739725
Dawson,2020,12.996389891696749
Dawson,2021,9.180327868852459
Dawson,2022,8.771929824561402
Dawson,2023,9.181141439205955
Dawson,2024,10.933940774487471
Decatur,2018,10.495626822157435
Decatur,2019,13.802083333333334
Decatur,2020,14.647887323943662
Decatur,2021,20.175438596491226
Decatur,2022,12.688821752265861
Decatur,2023,17.8343949044586
Decatur,2024,14.722222222222223
DeKalb,2018,10.912442396313365
DeKalb,2019,11.046847888953153
DeKalb,2020,9.99212443394369
DeKalb,2021,11.087655810213109
DeKalb,2022,11.226920786182252
DeKalb,2023,11.541632316570487
DeKalb,2024,11.354520209811787
Dodge,2018,8.29875518672199
Dodge,2019,10.65989847715736
Dodge,2020,10.106382978723403
Dodge,2021,14.795918367346939
Dodge,2022,14.04494382022472
Dodge,2023,13.80952380952381
Dodge,2024,16.071428571428573
Dooly,2018,17.307692307692307
Dooly,2019,14.285714285714285
Dooly,2020,16
Dooly,2021,14.583333333333334
Dooly,2022,11.578947368421053
Dooly,2023,23
Dooly,2024,15.74074074074074
Dougherty,2018,13.562231759656651
Dougherty,2019,19.64735516372796
Dougherty,2020,17.036379769299025
Dougherty,2021,15.604801477377656
Dougherty,2022,16.05058365758755
Dougherty,2023,13.96484375
Dougherty,2024,14.645974781765275
Douglas,2018,11.329755515802027
Douglas,2019,11.671732522796352
Douglas,2020,11.32300357568534
Douglas,2021,12.365591397849462
Douglas,2022,13.399648917495611
Douglas,2023,11.907582938388625
Douglas,2024,11.872705018359852
Early,2018,16.129032258064516
Early,2019,14.925373134328357
Early,2020,22.131147540983605
Early,2021,14.15929203539823
Early,2022,18.01801801801802
Early,2023,17.88617886178862
Early,2024,12.871287128712872
Echols,2018,12.244897959183673
Echols,2019,12.962962962962962
Echols,2020,16
Echols,2021,14.583333333333334
Echols,2022,14.035087719298245
Echols,2023,-5
Echols,2024,10.869565217391305
Effingham,2018,12.422360248447205
Effingham,2019,11.837237977805179
Effingham,2020,11.757425742574256
Effingham,2021,12.587412587412588
Effingham,2022,15.539739027283511
Effingham,2023,11.95266272189349
Effingham,2024,13.563218390804598
Elbert,2018,8.866995073891626
Elbert,2019,13.24200913242009
Elbert,2020,13.846153846153847
Elbert,2021,13.5678391959799
Elbert,2022,17.00404858299595
Elbert,2023,15.625
Elbert,2024,16.037735849056602
Emanuel,2018,11.598746081504702
Emanuel,2019,9.642857142857144
Emanuel,2020,13.47517730496454
Emanuel,2021,13.818181818181818
Emanuel,2022,12.837837837837837
Emanuel,2023,14.23611111111111
Emanuel,2024,10.546875
Evans,2018,13.793103448275861
Evans,2019,14.492753623188406
Evans,2020,17.142857142857142
Evans,2021,11.864406779661017
Evans,2022,13.114754098360656
Evans,2023,14.18918918918919
Evans,2024,13.375796178343949
Fannin,2018,10.526315789473683
Fannin,2019,9.523809523809524
Fannin,2020,8.98876404494382
Fannin,2021,14.52513966480447
Fannin,2022,11.11111111111111
Fannin,2023,12.5
Fannin,2024,6.938775510204081
Fayette,2018,12.071005917159763
Fayette,2019,13.34867663981588
Fayette,2020,10.348837209302324
Fayette,2021,10.72234762979684
Fayette,2022,12.26927252985885
Fayette,2023,10.562571756601608
Fayette,2024,10.348706411698538
Floyd,2018,10.746812386156648
Floyd,2019,10.970081595648232
Floyd,2020,10.813226094727435
Floyd,2021,10.341643582640812
Floyd,2022,11.207645525629887
Floyd,2023,12.056737588652481
Floyd,2024,9.702127659574469
Forsyth,2018,9.453952730236349
Forsyth,2019,10.046433094132546
Forsyth,2020,8.063139931740615
Forsyth,2021,9.812889812889814
Forsyth,2022,8.773322747121874
Forsyth,2023,10.32258064516129
Forsyth,2024,9.710661910424099
Franklin,2018,8.627450980392156
Franklin,2019,10.948905109489052
Franklin,2020,8.955223880597014
Franklin,2021,11.870503597122301
Franklin,2022,8.518518518518519
Franklin,2023,8.875739644970414
Franklin,2024,15.360501567398119
Fulton,2018,11.681522111758657
Fulton,2019,11.215914937403532
Fulton,2020,11.003034088880957
Fulton,2021,11.936546463245493
