county,year,group,value
Candler,2022,All Payors,19.424460431654676
Candler,2023,All Payors,13.114754098360656
Candler,2024,All Payors,16.535433070866144
Candler,2018,Medicaid payors,20.28985507246377
Candler,2019,Medicaid payors,16.39344262295082
Candler,2020,Medicaid payors,17.91044776119403
Candler,2021,Medicaid payors,29.761904761904763
Candler,2022,Medicaid payors,25.97402597402597
Candler,2023,Medicaid payors,13.333333333333334
Candler,2024,Medicaid payors,15.492957746478872
Candler,2018,Private Insurance,-5
Candler,2019,Private Insurance,-5
Candler,2020,Private Insurance,-5
Candler,2021,Private Insurance,-5
Candler,2022,Private Insurance,-5
Candler,2023,Private Insurance,-5
Candler,2024,Private Insurance,-5
Candler,2018,Selected Payors Total,15.789473684210526
Candler,2019,Selected Payors Total,14.583333333333334
Candler,2020,Selected Payors Total,13.392857142857142
Candler,2021,Selected Payors Total,22.033898305084744
Candler,2022,Selected Payors Total,17.94871794871795
Candler,2023,Selected Payors Total,10.204081632653061
Candler,2024,Selected Payors Total,13
Carroll,2018,All Payors,27.140883977900554
Carroll,2019,All Payors,34.60275771503611
Carroll,2020,All Payors,24.440052700922266
Carroll,2021,All Payors,21.151271753681392
Carroll,2022,All Payors,26.34017207147584
Carroll,2023,All Payors,25.477287689269257
Carroll,2024,All Payors,27.819041188386223
Carroll,2018,Medicaid payors,35.2165725047081
Carroll,2019,Medicaid payors,40.78014184397163
Carroll,2020,Medicaid payors,31.408450704225356
Carroll,2021,Medicaid payors,27.232796486090777
Carroll,2022,Medicaid payors,34.78915662650602
Carroll,2023,Medicaid payors,36.56597774244833
Carroll,2024,Medicaid payors,35.04273504273504
Carroll,2018,Private Insurance,13.165680473372781
Carroll,2019,Private Insurance,22.714285714285715
Carroll,2020,Private Insurance,12.855007473841553
Carroll,2021,Private Insurance,10.997067448680351
Carroll,2022,Private Insurance,15.582655826558264
Carroll,2023,Private Insurance,11.757105943152455
Carroll,2024,Private Insurance,17.46031746031746
Carroll,2018,Selected Payors Total,22.866611433305717
Carroll,2019,Selected Payors Total,30.7753164556962
Carroll,2020,Selected Payors Total,22.4075416968818
Carroll,2021,Selected Payors Total,19.12087912087912
Carroll,2022,Selected Payors Total,24.679029957203994
Carroll,2023,Selected Payors Total,22.879543834640057
Carroll,2024,Selected Payors Total,25.13049962714392
Catoosa,2018,All Payors,12.340425531914894
Catoosa,2019,All Payors,19.017094017094017
Catoosa,2020,All Payors,16.06864274570983
Catoosa,2021,All Payors,13.17365269461078
Catoosa,2022,All Payors,14.07563025210084
Catoosa,2023,All Payors,14.502164502164502
Catoosa,2024,All Payors,56.19047619047619
Catoosa,2018,Medicaid payors,21.649484536082475
